framenr,riders,numbers,boxes
183,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Connor SWIFT', 'Wout VAN AERT', 'Neilson POWLESS', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '66', '67', '11', '96', '11', '11', '69']","[(1314, 342, 1416, 442), (1410, 337, 1512, 438), (796, 366, 863, 447), (952, 381, 1046, 480), (726, 376, 792, 452), (1035, 374, 1138, 463), (1089, 295, 1147, 359), (609, 279, 676, 338), (849, 277, 919, 342), (1090, 304, 1148, 364), (886, 275, 946, 339), (665, 269, 724, 327), (1051, 290, 1106, 347)]"
184,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Connor SWIFT', 'Wout VAN AERT', 'Wout VAN AERT', 'Tosh VAN DER SANDE', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '66', '67', '11', '11', '16', '69', '11']","[(1312, 336, 1414, 434), (1409, 333, 1514, 430), (798, 362, 868, 440), (955, 378, 1051, 475), (728, 373, 795, 443), (1043, 366, 1140, 448), (1068, 288, 1139, 351), (607, 271, 671, 324), (886, 271, 946, 333), (886, 275, 946, 339), (666, 258, 725, 315), (1051, 290, 1106, 347), (842, 275, 901, 336)]"
185,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Connor SWIFT', 'Wout VAN AERT', 'Wout VAN AERT', 'Tosh VAN DER SANDE', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '66', '67', '11', '11', '16', '69', '11']","[(1313, 331, 1412, 429), (1411, 326, 1512, 424), (800, 359, 870, 436), (959, 375, 1056, 469), (732, 369, 801, 444), (1044, 358, 1148, 444), (1068, 288, 1139, 351), (610, 262, 671, 314), (869, 270, 937, 328), (886, 275, 946, 339), (669, 256, 729, 309), (1051, 290, 1106, 347), (840, 271, 901, 328)]"
186,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Magnus SHEFFIELD', 'Connor SWIFT', 'Wout VAN AERT', 'Tosh VAN DER SANDE', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '66', '67', '11', '16', '11']","[(1315, 326, 1414, 424), (1413, 318, 1514, 420), (803, 354, 873, 433), (966, 367, 1066, 466), (734, 364, 805, 441), (1053, 351, 1160, 440), (1068, 288, 1139, 351), (612, 260, 671, 310), (879, 261, 946, 324), (669, 256, 734, 312), (833, 260, 886, 315)]"
187,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Tosh VAN DER SANDE', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '67', '11', '16', '11']","[(1322, 323, 1418, 420), (1416, 314, 1520, 416), (807, 351, 877, 430), (977, 367, 1076, 461), (740, 357, 808, 435), (1060, 351, 1167, 440), (613, 260, 677, 313), (849, 257, 908, 311), (674, 258, 739, 316), (833, 260, 886, 315)]"
188,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Tosh VAN DER SANDE', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '67', '11', '16', '11']","[(1324, 322, 1420, 419), (1419, 313, 1523, 413), (808, 349, 878, 428), (982, 364, 1081, 459), (741, 357, 809, 434), (1071, 354, 1178, 443), (610, 267, 677, 319), (874, 252, 947, 316), (675, 265, 739, 321), (833, 260, 886, 315)]"
189,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '67', '11', '10']","[(1325, 320, 1425, 419), (1422, 312, 1525, 408), (810, 349, 878, 427), (995, 367, 1090, 463), (743, 355, 808, 432), (1080, 354, 1184, 444), (612, 273, 680, 326), (877, 251, 945, 309), (679, 273, 739, 323)]"
190,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '67', '11', '10']","[(1327, 321, 1431, 421), (1419, 311, 1526, 405), (810, 350, 878, 429), (1001, 364, 1098, 460), (743, 354, 808, 430), (1086, 354, 1192, 447), (612, 274, 679, 329), (880, 252, 943, 308), (682, 274, 745, 326)]"
191,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '67', '11', '10']","[(1325, 323, 1432, 423), (1417, 312, 1525, 405), (812, 351, 880, 429), (1003, 363, 1103, 458), (744, 355, 809, 430), (1098, 355, 1196, 448), (612, 273, 679, 327), (878, 252, 940, 307), (682, 274, 745, 328)]"
192,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '67', '11', '10']","[(1321, 321, 1430, 423), (1412, 311, 1523, 402), (816, 354, 882, 431), (1009, 361, 1107, 455), (745, 355, 811, 429), (1107, 358, 1205, 450), (611, 265, 683, 317), (884, 254, 942, 309), (682, 268, 749, 322)]"
193,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT']","['204', '204', '55', '72', '55', '72', '67', '11', '10']","[(1318, 318, 1426, 419), (1409, 306, 1522, 399), (818, 355, 887, 432), (1016, 360, 1117, 453), (746, 354, 813, 429), (1111, 357, 1215, 451), (658, 258, 720, 310), (881, 252, 940, 307), (681, 258, 746, 313)]"
194,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '67', '11', '10', '67']","[(1314, 313, 1424, 413), (1407, 300, 1519, 399), (819, 350, 889, 432), (1019, 358, 1121, 449), (748, 352, 814, 425), (1116, 353, 1214, 445), (676, 249, 743, 307), (868, 249, 935, 302), (681, 258, 746, 313), (612, 250, 676, 297)]"
195,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '67', '11', '10', '67']","[(1311, 310, 1420, 408), (1406, 298, 1516, 396), (821, 347, 892, 431), (1024, 358, 1126, 447), (751, 350, 817, 426), (1120, 351, 1225, 445), (672, 243, 741, 297), (865, 247, 933, 303), (681, 258, 746, 313), (608, 244, 669, 292)]"
196,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1305, 306, 1410, 404), (1402, 297, 1505, 393), (822, 343, 891, 428), (1028, 358, 1130, 454), (753, 348, 817, 428), (1124, 350, 1229, 446), (669, 241, 739, 296), (862, 246, 929, 304), (604, 247, 666, 293)]"
197,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '67', '11', '67']","[(1296, 303, 1398, 402), (1393, 296, 1498, 395), (824, 342, 894, 423), (1032, 358, 1133, 456), (755, 349, 819, 425), (1124, 348, 1230, 442), (661, 247, 734, 302), (859, 246, 926, 304), (597, 254, 661, 301)]"
198,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1286, 303, 1391, 401), (1384, 295, 1489, 393), (823, 342, 896, 423), (1028, 358, 1132, 454), (751, 351, 820, 428), (1119, 346, 1225, 445), (657, 253, 729, 310), (853, 244, 921, 302), (589, 262, 661, 315)]"
199,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1275, 301, 1383, 397), (1373, 295, 1480, 395), (821, 343, 893, 422), (1021, 359, 1126, 453), (747, 351, 817, 429), (1110, 347, 1219, 437), (645, 264, 717, 319), (855, 243, 923, 305), (581, 272, 649, 325)]"
200,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1263, 301, 1366, 396), (1360, 298, 1465, 398), (810, 341, 884, 423), (1015, 360, 1120, 460), (740, 352, 811, 427), (1100, 346, 1207, 435), (635, 268, 706, 326), (853, 244, 917, 304), (570, 280, 643, 333)]"
201,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1249, 304, 1354, 401), (1346, 299, 1452, 401), (801, 345, 875, 424), (1005, 359, 1108, 459), (730, 355, 805, 429), (1092, 347, 1202, 437), (625, 272, 698, 331), (822, 244, 894, 298), (561, 282, 632, 339)]"
202,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1235, 305, 1338, 405), (1330, 306, 1436, 403), (790, 348, 869, 429), (1001, 365, 1105, 462), (721, 356, 789, 435), (1085, 349, 1198, 441), (619, 270, 694, 332), (842, 246, 906, 303), (554, 279, 626, 337)]"
203,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1223, 310, 1329, 409), (1319, 311, 1426, 406), (781, 354, 855, 429), (991, 368, 1097, 466), (711, 359, 782, 435), (1078, 353, 1190, 445), (613, 266, 686, 326), (837, 248, 893, 303), (546, 272, 617, 330)]"
204,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1212, 315, 1318, 420), (1309, 315, 1416, 410), (772, 358, 845, 437), (980, 374, 1087, 472), (703, 365, 771, 439), (1074, 361, 1184, 453), (606, 260, 677, 320), (836, 252, 895, 307), (539, 265, 610, 321)]"
205,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1200, 322, 1308, 427), (1296, 317, 1403, 415), (762, 362, 835, 439), (974, 383, 1081, 477), (695, 368, 762, 443), (1065, 368, 1178, 462), (601, 256, 673, 316), (808, 252, 872, 309), (537, 261, 602, 315)]"
206,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1187, 329, 1296, 433), (1279, 323, 1393, 420), (758, 371, 825, 447), (961, 384, 1072, 482), (685, 374, 756, 445), (1057, 375, 1169, 472), (600, 260, 669, 319), (815, 257, 882, 313), (535, 261, 601, 315)]"
207,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1173, 335, 1288, 437), (1266, 331, 1378, 425), (752, 375, 821, 452), (957, 386, 1062, 484), (676, 378, 744, 451), (1053, 382, 1163, 478), (598, 266, 666, 322), (801, 256, 875, 313), (534, 264, 599, 317)]"
208,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1164, 338, 1274, 438), (1258, 330, 1368, 424), (747, 380, 816, 457), (951, 388, 1057, 482), (675, 380, 739, 452), (1049, 382, 1152, 478), (601, 277, 668, 334), (797, 259, 874, 318), (532, 274, 599, 327)]"
209,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1155, 338, 1269, 441), (1252, 330, 1357, 426), (747, 382, 814, 460), (950, 386, 1054, 483), (673, 381, 738, 456), (1045, 386, 1149, 482), (601, 288, 670, 344), (801, 262, 874, 321), (533, 284, 606, 338)]"
210,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1150, 338, 1256, 441), (1246, 335, 1351, 429), (746, 382, 812, 459), (947, 388, 1050, 485), (673, 380, 738, 456), (1042, 386, 1146, 482), (601, 288, 670, 344), (802, 265, 873, 326), (540, 287, 617, 349)]"
211,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '67', '11', '07']","[(1142, 338, 1253, 439), (1239, 335, 1344, 431), (747, 379, 813, 458), (945, 391, 1051, 488), (675, 378, 739, 454), (1043, 387, 1146, 484), (601, 288, 670, 344), (806, 260, 879, 331), (548, 290, 623, 350)]"
212,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '11', '07']","[(1136, 335, 1245, 438), (1234, 337, 1333, 433), (749, 376, 821, 459), (943, 396, 1052, 492), (677, 378, 742, 457), (1043, 391, 1146, 485), (812, 256, 879, 324), (553, 287, 626, 344)]"
213,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '11', '07']","[(1127, 335, 1235, 438), (1226, 338, 1326, 439), (750, 375, 824, 460), (938, 398, 1048, 496), (679, 378, 743, 458), (1034, 388, 1141, 488), (818, 254, 882, 319), (559, 275, 633, 334)]"
214,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '11', '07']","[(1118, 336, 1225, 437), (1216, 339, 1317, 441), (749, 376, 824, 460), (928, 399, 1040, 496), (679, 379, 743, 462), (1029, 390, 1131, 483), (828, 255, 885, 315), (564, 261, 637, 316)]"
215,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Xandro MEURISSE']","['204', '204', '55', '72', '55', '72', '11', '07']","[(1114, 336, 1221, 438), (1213, 339, 1312, 441), (749, 378, 821, 463), (923, 401, 1031, 495), (679, 380, 743, 466), (1017, 388, 1127, 487), (826, 252, 894, 316), (565, 252, 641, 311)]"
216,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '67']","[(1107, 336, 1213, 438), (1207, 340, 1306, 445), (749, 379, 821, 467), (916, 403, 1029, 502), (680, 381, 743, 466), (1013, 387, 1121, 487), (839, 253, 899, 313), (569, 254, 641, 311)]"
217,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '67', '10']","[(1103, 337, 1207, 439), (1203, 341, 1300, 444), (750, 380, 822, 468), (913, 405, 1022, 503), (679, 382, 744, 465), (1005, 389, 1118, 486), (844, 254, 904, 313), (573, 260, 645, 316), (641, 257, 704, 315)]"
218,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '67', '10']","[(1104, 342, 1208, 441), (1204, 344, 1300, 446), (752, 382, 826, 470), (907, 405, 1016, 504), (680, 384, 746, 464), (1000, 393, 1109, 490), (853, 258, 908, 315), (575, 269, 646, 325), (643, 261, 705, 320)]"
219,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '67', '10']","[(1103, 344, 1206, 447), (1203, 347, 1301, 447), (753, 381, 827, 468), (903, 405, 1010, 507), (679, 382, 746, 465), (997, 395, 1108, 495), (865, 256, 917, 317), (582, 281, 649, 338), (643, 268, 708, 327)]"
220,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '67', '10']","[(1106, 348, 1205, 448), (1205, 347, 1301, 446), (750, 383, 825, 471), (900, 407, 1003, 509), (678, 382, 746, 466), (993, 402, 1104, 500), (868, 257, 929, 320), (584, 291, 648, 348), (644, 275, 709, 332)]"
221,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '67', '10']","[(1104, 348, 1204, 448), (1201, 344, 1298, 446), (751, 384, 825, 472), (895, 409, 1000, 512), (678, 383, 748, 466), (994, 406, 1092, 504), (875, 257, 938, 321), (587, 297, 649, 355), (645, 287, 712, 342)]"
222,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '67', '10']","[(1104, 350, 1203, 449), (1201, 345, 1296, 446), (754, 388, 826, 475), (895, 410, 999, 512), (678, 384, 755, 467), (996, 409, 1094, 515), (878, 257, 939, 319), (590, 297, 657, 357), (652, 283, 718, 337)]"
223,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '67', '10']","[(1103, 351, 1202, 449), (1201, 347, 1296, 445), (756, 392, 830, 474), (894, 410, 1000, 512), (681, 385, 764, 461), (997, 411, 1093, 512), (885, 259, 939, 316), (595, 291, 661, 350), (658, 276, 725, 332)]"
224,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '67', '10']","[(1103, 352, 1204, 450), (1203, 349, 1295, 444), (763, 387, 831, 471), (891, 408, 995, 508), (687, 381, 768, 462), (996, 410, 1093, 518), (885, 259, 939, 316), (602, 281, 668, 337), (662, 268, 732, 330)]"
225,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Connor SWIFT']","['204', '204', '55', '72', '55', '72', '11', '67', '10']","[(1106, 350, 1205, 449), (1206, 351, 1300, 448), (768, 386, 831, 467), (893, 406, 997, 504), (696, 382, 773, 459), (996, 409, 1093, 517), (885, 259, 939, 316), (607, 269, 676, 330), (671, 260, 736, 322)]"
226,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Neilson POWLESS']","['204', '204', '55', '72', '55', '72', '67', '10', '96']","[(1106, 350, 1205, 447), (1205, 352, 1299, 451), (768, 386, 831, 467), (895, 407, 998, 506), (703, 383, 776, 459), (998, 411, 1094, 519), (616, 262, 684, 318), (676, 258, 744, 320), (1030, 283, 1089, 337)]"
227,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Neilson POWLESS', 'Silvan DILLIER']","['204', '204', '55', '72', '55', '72', '67', '10', '96', '2']","[(1108, 351, 1206, 448), (1206, 357, 1301, 455), (768, 386, 831, 467), (901, 412, 1006, 511), (716, 382, 792, 460), (1000, 414, 1099, 521), (625, 258, 692, 315), (682, 256, 749, 318), (1049, 280, 1098, 335), (1012, 279, 1060, 332)]"
228,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Neilson POWLESS', 'Silvan DILLIER']","['204', '204', '72', '55', '72', '67', '10', '96', '2']","[(1115, 349, 1210, 447), (1209, 358, 1305, 459), (901, 420, 1005, 523), (716, 382, 792, 460), (1001, 418, 1104, 523), (635, 261, 703, 316), (695, 263, 759, 323), (1054, 277, 1109, 332), (1018, 278, 1069, 330)]"
229,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Neilson POWLESS', 'Silvan DILLIER', 'Neilson POWLESS']","['204', '204', '72', '55', '72', '67', '10', '96', '2', '96']","[(1117, 351, 1216, 446), (1212, 359, 1309, 458), (903, 423, 1007, 526), (741, 386, 827, 461), (1004, 418, 1105, 521), (646, 266, 714, 322), (695, 263, 759, 323), (1022, 276, 1075, 327), (1018, 278, 1069, 330), (1063, 276, 1115, 328)]"
230,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Neilson POWLESS', 'Silvan DILLIER', 'Neilson POWLESS']","['204', '204', '72', '55', '72', '67', '10', '96', '2', '96']","[(1123, 349, 1222, 445), (1216, 358, 1316, 458), (906, 424, 1010, 525), (754, 388, 837, 463), (1007, 418, 1111, 519), (659, 276, 726, 330), (695, 263, 759, 323), (1038, 277, 1087, 327), (1018, 278, 1069, 330), (1063, 276, 1115, 328)]"
231,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Neilson POWLESS', 'Neilson POWLESS']","['204', '204', '72', '55', '72', '67', '96', '96']","[(1128, 346, 1229, 442), (1223, 356, 1321, 457), (906, 425, 1013, 528), (761, 385, 847, 466), (1004, 416, 1111, 520), (669, 283, 738, 335), (1045, 277, 1097, 329), (1083, 276, 1131, 326)]"
232,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Neilson POWLESS', 'Neilson POWLESS']","['204', '204', '72', '55', '72', '67', '96', '96']","[(1137, 344, 1238, 441), (1230, 356, 1329, 454), (909, 423, 1015, 529), (771, 384, 853, 464), (1007, 414, 1115, 518), (679, 291, 746, 343), (1081, 276, 1136, 327), (1083, 276, 1131, 326)]"
233,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Neilson POWLESS', 'Neilson POWLESS']","['204', '204', '72', '55', '72', '67', '96', '96']","[(1141, 345, 1244, 444), (1237, 352, 1335, 453), (912, 421, 1022, 528), (780, 386, 864, 465), (1013, 414, 1119, 518), (685, 286, 751, 341), (1092, 280, 1141, 328), (1083, 276, 1131, 326)]"
234,"['Matteo JORGENSON', 'Matteo JORGENSON', 'Kasper ASGREEN', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Neilson POWLESS']","['204', '204', '72', '55', '72', '67', '96']","[(1149, 347, 1251, 444), (1244, 349, 1346, 449), (917, 420, 1024, 527), (784, 387, 868, 465), (1019, 414, 1120, 518), (695, 278, 759, 330), (1090, 281, 1143, 329)]"
