framenr,riders,numbers,boxes
45,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Wout VAN AERT', 'Gianni VERMEERSCH', 'Mads PEDERSEN']","['204', '11', '204', '191', '6', '55', '11', '55', '12', '11', '6', '55']","[(505, 406, 599, 498), (965, 322, 1021, 380), (600, 403, 693, 489), (778, 262, 846, 323), (1131, 350, 1220, 432), (290, 347, 352, 412), (1012, 315, 1076, 379), (294, 355, 358, 419), (416, 342, 486, 411), (840, 257, 897, 308), (1202, 346, 1278, 421), (237, 355, 291, 416)]"
46,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN']","['204', '11', '204', '191', '6', '55', '11', '55', '12', '151', '96', '55']","[(505, 398, 600, 490), (956, 310, 1012, 377), (601, 390, 691, 482), (772, 250, 835, 313), (1116, 340, 1205, 424), (284, 333, 348, 403), (1005, 304, 1068, 372), (294, 355, 358, 419), (415, 333, 484, 401), (829, 247, 891, 303), (1196, 338, 1267, 412), (231, 338, 288, 409)]"
47,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN']","['204', '11', '204', '191', '6', '55', '11', '12', '151', '96', '55']","[(507, 389, 603, 479), (950, 300, 1010, 366), (605, 386, 697, 478), (765, 242, 831, 305), (1106, 334, 1190, 416), (282, 321, 345, 390), (1001, 294, 1064, 360), (412, 320, 482, 393), (828, 241, 883, 299), (1178, 331, 1250, 404), (228, 330, 284, 394)]"
48,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN']","['204', '11', '204', '191', '6', '55', '11', '12', '151', '96', '55']","[(511, 379, 606, 473), (942, 294, 998, 358), (606, 382, 700, 471), (759, 236, 826, 298), (1096, 330, 1180, 411), (277, 312, 342, 382), (990, 286, 1048, 349), (413, 310, 487, 383), (820, 230, 879, 292), (1171, 325, 1244, 399), (226, 324, 280, 386)]"
49,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN']","['204', '11', '204', '191', '6', '55', '11', '12', '151', '96', '55']","[(516, 374, 615, 465), (934, 286, 990, 354), (612, 373, 706, 468), (759, 226, 822, 289), (1091, 323, 1174, 405), (273, 308, 335, 371), (986, 280, 1040, 339), (414, 306, 487, 377), (817, 224, 877, 285), (1161, 317, 1235, 394), (221, 315, 279, 377)]"
50,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN', 'Xandro MEURISSE']","['204', '11', '204', '191', '6', '55', '11', '12', '151', '96', '55', '7']","[(522, 362, 621, 455), (935, 279, 991, 346), (616, 363, 714, 460), (758, 220, 819, 281), (1088, 317, 1171, 400), (273, 301, 332, 364), (978, 274, 1039, 334), (414, 296, 487, 369), (819, 218, 876, 278), (1160, 314, 1232, 389), (220, 306, 277, 368), (480, 292, 544, 354)]"
51,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN', 'Xandro MEURISSE']","['204', '11', '204', '191', '6', '55', '11', '12', '151', '96', '55', '7']","[(534, 354, 630, 444), (933, 275, 985, 341), (631, 359, 727, 452), (759, 212, 820, 273), (1090, 310, 1171, 390), (273, 294, 331, 360), (976, 271, 1033, 334), (419, 292, 495, 361), (820, 210, 874, 270), (1160, 306, 1233, 387), (218, 298, 275, 362), (480, 292, 544, 354)]"
52,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN', 'Xandro MEURISSE']","['204', '11', '204', '191', '6', '55', '11', '12', '151', '96', '55', '7']","[(544, 348, 641, 437), (932, 270, 984, 331), (640, 350, 731, 444), (761, 203, 825, 265), (1106, 298, 1187, 374), (276, 288, 334, 353), (976, 263, 1034, 323), (423, 289, 499, 357), (821, 202, 874, 255), (1157, 297, 1230, 371), (221, 290, 276, 353), (480, 292, 544, 354)]"
53,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN']","['204', '11', '204', '191', '6', '55', '11', '12', '151', '96', '55']","[(554, 337, 652, 429), (933, 264, 984, 327), (652, 340, 746, 436), (766, 198, 831, 259), (1091, 289, 1172, 368), (276, 282, 335, 349), (964, 259, 1027, 321), (435, 277, 507, 348), (825, 192, 876, 247), (1160, 287, 1231, 362), (222, 285, 276, 348)]"
54,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN']","['204', '11', '204', '191', '6', '55', '11', '12', '151', '96', '55']","[(566, 334, 665, 430), (936, 255, 992, 320), (661, 333, 762, 433), (768, 195, 833, 255), (1091, 279, 1173, 362), (282, 275, 348, 343), (980, 250, 1035, 308), (440, 271, 519, 340), (824, 190, 875, 246), (1161, 277, 1232, 356), (226, 276, 286, 341)]"
55,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN', 'Xandro MEURISSE']","['204', '11', '204', '191', '6', '55', '11', '12', '151', '96', '55', '7']","[(579, 334, 675, 426), (938, 252, 991, 315), (675, 333, 777, 428), (771, 192, 831, 254), (1087, 276, 1174, 358), (289, 271, 352, 336), (986, 247, 1041, 305), (448, 264, 522, 336), (823, 188, 875, 245), (1159, 273, 1236, 356), (232, 270, 291, 332), (514, 254, 577, 322)]"
56,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN', 'Xandro MEURISSE']","['204', '11', '204', '191', '6', '55', '11', '12', '151', '96', '55', '7']","[(594, 329, 690, 423), (965, 246, 1027, 305), (690, 327, 789, 423), (777, 187, 841, 251), (1088, 281, 1173, 362), (292, 263, 361, 332), (987, 242, 1043, 300), (462, 261, 537, 332), (832, 182, 887, 238), (1159, 276, 1235, 357), (237, 261, 296, 326), (525, 254, 601, 319)]"
57,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN', 'Xandro MEURISSE']","['204', '11', '204', '191', '6', '55', '11', '12', '151', '96', '55', '7']","[(610, 327, 709, 422), (949, 241, 1005, 304), (708, 320, 801, 423), (780, 181, 847, 246), (1090, 281, 1172, 363), (302, 260, 365, 325), (991, 237, 1041, 295), (473, 256, 547, 325), (832, 182, 887, 238), (1160, 278, 1234, 357), (247, 259, 304, 322), (525, 254, 601, 319)]"
58,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Piet ALLEGAERT', 'Neilson POWLESS', 'Mads PEDERSEN', 'Xandro MEURISSE']","['204', '11', '204', '191', '6', '55', '11', '12', '151', '96', '55', '7']","[(620, 322, 720, 414), (953, 242, 1008, 303), (719, 317, 813, 415), (785, 180, 852, 242), (1094, 285, 1175, 364), (314, 259, 374, 323), (995, 236, 1049, 293), (483, 253, 564, 329), (832, 182, 887, 238), (1162, 282, 1233, 357), (258, 257, 314, 316), (525, 254, 601, 319)]"
59,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN']","['204', '11', '204', '191', '6', '55', '11', '12', '96', '55', '72', '19']","[(635, 317, 731, 413), (958, 240, 1025, 304), (730, 312, 827, 410), (790, 176, 857, 237), (1097, 284, 1176, 362), (323, 253, 384, 317), (995, 236, 1049, 293), (494, 251, 572, 328), (1164, 280, 1238, 358), (268, 253, 326, 315), (561, 245, 632, 312), (849, 169, 899, 226)]"
60,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN']","['204', '11', '204', '191', '6', '55', '11', '12', '96', '55', '72', '19']","[(647, 312, 746, 409), (962, 239, 1025, 305), (747, 311, 842, 407), (793, 175, 862, 237), (1100, 277, 1182, 362), (331, 251, 394, 317), (1010, 234, 1072, 298), (504, 252, 578, 326), (1172, 277, 1243, 352), (274, 254, 333, 317), (570, 243, 641, 309), (851, 169, 900, 226)]"
61,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN']","['204', '11', '204', '191', '6', '55', '11', '12', '96', '55', '72', '19']","[(663, 311, 761, 408), (977, 234, 1061, 302), (758, 310, 855, 407), (799, 173, 864, 235), (1101, 274, 1183, 358), (339, 251, 398, 317), (1010, 234, 1072, 298), (515, 249, 591, 325), (1173, 271, 1248, 349), (280, 255, 340, 320), (580, 241, 657, 310), (855, 169, 912, 222)]"
62,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Wout VAN AERT', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT']","['204', '11', '204', '191', '6', '55', '11', '12', '96', '55', '72', '19', '67']","[(676, 310, 772, 408), (1012, 229, 1080, 295), (768, 311, 871, 407), (815, 172, 871, 228), (1108, 273, 1192, 358), (348, 249, 408, 315), (1010, 234, 1072, 298), (525, 250, 600, 322), (1180, 270, 1254, 351), (291, 251, 352, 316), (591, 239, 661, 308), (863, 169, 917, 226), (426, 201, 486, 246)]"
63,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT']","['204', '11', '204', '191', '6', '55', '12', '96', '55', '72', '19', '67', '11']","[(687, 311, 784, 412), (980, 234, 1040, 299), (778, 313, 879, 411), (823, 171, 883, 224), (1116, 275, 1200, 359), (361, 250, 420, 315), (534, 245, 609, 320), (1191, 273, 1261, 354), (302, 251, 363, 317), (605, 240, 678, 308), (863, 169, 917, 226), (434, 198, 496, 246), (1028, 227, 1090, 290)]"
64,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT']","['204', '11', '204', '191', '6', '55', '12', '96', '55', '72', '19', '67', '11']","[(706, 314, 798, 413), (984, 236, 1045, 301), (799, 317, 896, 414), (823, 171, 883, 224), (1122, 280, 1200, 359), (370, 250, 427, 316), (542, 249, 618, 322), (1190, 275, 1264, 354), (310, 253, 369, 319), (610, 244, 687, 314), (863, 169, 917, 226), (441, 199, 499, 247), (1036, 227, 1100, 292)]"
65,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Stefan KÜNG', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT']","['204', '11', '204', '191', '6', '55', '12', '96', '55', '72', '67', '11']","[(720, 314, 814, 410), (990, 238, 1050, 301), (815, 318, 911, 416), (823, 171, 883, 224), (1128, 280, 1205, 358), (376, 255, 436, 321), (549, 253, 625, 325), (1195, 276, 1269, 352), (319, 257, 377, 317), (618, 248, 696, 320), (446, 201, 503, 247), (1041, 232, 1099, 295)]"
66,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT']","['204', '11', '204', '6', '55', '12', '96', '55', '72', '67', '11']","[(736, 320, 828, 414), (992, 239, 1055, 305), (830, 320, 924, 417), (1131, 281, 1215, 359), (385, 263, 444, 329), (556, 258, 630, 329), (1206, 280, 1273, 353), (322, 258, 386, 324), (627, 255, 704, 328), (446, 201, 503, 247), (1046, 233, 1116, 299)]"
67,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Connor SWIFT', 'Wout VAN AERT']","['204', '11', '204', '6', '55', '12', '96', '55', '72', '67', '11']","[(746, 322, 844, 416), (1000, 243, 1056, 307), (846, 320, 937, 419), (1139, 283, 1217, 360), (388, 265, 453, 331), (564, 261, 642, 332), (1207, 279, 1278, 354), (329, 261, 391, 326), (633, 260, 712, 330), (446, 201, 503, 247), (1050, 238, 1118, 304)]"
68,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT']","['204', '11', '204', '6', '55', '12', '96', '55', '72', '11']","[(762, 329, 861, 421), (1006, 242, 1060, 308), (854, 324, 952, 422), (1146, 285, 1228, 364), (394, 270, 463, 335), (572, 262, 645, 335), (1215, 281, 1287, 355), (340, 266, 400, 327), (640, 262, 718, 335), (1055, 238, 1119, 306)]"
69,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Gianni VERMEERSCH', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT']","['204', '11', '204', '6', '55', '12', '96', '55', '72', '11']","[(777, 331, 869, 429), (1009, 245, 1068, 310), (871, 329, 969, 425), (1152, 288, 1229, 366), (407, 273, 471, 337), (579, 265, 653, 335), (1221, 287, 1295, 358), (350, 273, 411, 333), (653, 264, 727, 336), (1061, 243, 1123, 304)]"
70,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11']","[(788, 336, 891, 431), (1013, 250, 1067, 313), (885, 333, 984, 426), (1160, 292, 1246, 371), (416, 277, 482, 342), (585, 270, 666, 339), (1230, 291, 1304, 365), (361, 274, 421, 334), (658, 269, 734, 340), (1062, 246, 1126, 311)]"
71,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Tim VAN DIJKE']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '15']","[(806, 341, 915, 438), (1018, 251, 1074, 317), (906, 336, 997, 428), (1165, 300, 1248, 376), (428, 284, 495, 347), (592, 276, 667, 345), (1234, 293, 1307, 368), (368, 277, 432, 337), (663, 273, 742, 348), (1064, 248, 1131, 316), (924, 189, 970, 237)]"
72,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Tim VAN DIJKE']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '15']","[(813, 349, 913, 444), (1022, 256, 1080, 321), (907, 340, 1006, 432), (1169, 303, 1251, 382), (423, 284, 480, 347), (601, 282, 676, 354), (1236, 299, 1311, 372), (382, 280, 444, 342), (671, 278, 748, 355), (1072, 254, 1137, 318), (924, 189, 970, 237)]"
73,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Tim VAN DIJKE']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '15']","[(821, 351, 921, 453), (1023, 263, 1080, 330), (922, 343, 1016, 442), (1175, 307, 1258, 387), (448, 288, 516, 356), (606, 290, 684, 364), (1244, 302, 1321, 379), (393, 287, 454, 348), (677, 288, 757, 363), (1075, 260, 1140, 325), (924, 189, 970, 237)]"
74,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '10']","[(831, 358, 935, 454), (1027, 271, 1084, 334), (933, 350, 1027, 442), (1178, 311, 1260, 390), (465, 293, 529, 359), (615, 299, 693, 375), (1247, 309, 1325, 381), (406, 295, 466, 353), (685, 296, 762, 369), (1077, 265, 1140, 328), (527, 240, 588, 291)]"
75,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '10']","[(839, 359, 938, 459), (1029, 274, 1088, 340), (938, 356, 1034, 447), (1227, 314, 1309, 386), (471, 295, 540, 365), (621, 303, 703, 382), (1250, 313, 1326, 386), (416, 299, 479, 361), (692, 300, 768, 377), (1081, 270, 1143, 334), (527, 240, 588, 291)]"
76,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '10']","[(846, 362, 946, 461), (1032, 276, 1094, 344), (943, 360, 1037, 455), (1181, 322, 1263, 405), (481, 303, 547, 367), (624, 307, 707, 385), (1254, 318, 1324, 388), (424, 306, 486, 370), (701, 307, 777, 378), (1086, 272, 1146, 341), (527, 240, 588, 291)]"
77,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11']","[(854, 367, 953, 467), (1033, 280, 1095, 345), (950, 366, 1039, 467), (1183, 323, 1260, 401), (495, 307, 558, 374), (634, 312, 715, 389), (1247, 318, 1322, 387), (436, 311, 498, 377), (706, 310, 787, 381), (1079, 279, 1141, 343)]"
78,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11']","[(859, 372, 958, 470), (1036, 280, 1096, 346), (959, 369, 1051, 470), (1186, 323, 1263, 404), (505, 309, 565, 374), (643, 312, 722, 387), (1251, 318, 1322, 387), (446, 311, 508, 378), (714, 311, 795, 385), (1090, 275, 1158, 345)]"
79,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '11']","[(866, 375, 962, 469), (1039, 282, 1097, 347), (964, 373, 1058, 474), (1185, 327, 1258, 406), (511, 308, 572, 372), (651, 315, 723, 390), (1247, 321, 1321, 391), (456, 311, 518, 378), (721, 314, 798, 390), (1091, 278, 1156, 348), (897, 224, 950, 276)]"
80,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '11']","[(873, 376, 965, 469), (1032, 283, 1097, 351), (970, 379, 1065, 477), (1186, 328, 1264, 408), (518, 310, 581, 377), (654, 320, 726, 395), (1254, 325, 1322, 398), (461, 316, 522, 383), (725, 317, 800, 394), (1091, 282, 1156, 350), (901, 225, 954, 276)]"
81,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '11']","[(878, 379, 973, 472), (1027, 287, 1095, 353), (973, 382, 1068, 480), (1186, 330, 1264, 410), (521, 315, 587, 384), (656, 324, 733, 395), (1254, 327, 1323, 402), (466, 321, 526, 387), (729, 323, 805, 397), (1091, 286, 1156, 355), (902, 226, 958, 279)]"
82,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '11']","[(881, 379, 979, 475), (1027, 290, 1094, 355), (980, 383, 1077, 483), (1197, 331, 1274, 406), (530, 323, 591, 387), (661, 327, 736, 399), (1249, 330, 1320, 402), (470, 324, 532, 389), (734, 326, 811, 401), (1087, 290, 1157, 356), (903, 233, 957, 285)]"
83,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '11']","[(892, 383, 989, 477), (1059, 294, 1140, 356), (994, 388, 1085, 483), (1185, 335, 1258, 412), (534, 326, 596, 393), (668, 328, 743, 400), (1251, 334, 1321, 403), (477, 329, 533, 392), (739, 330, 816, 405), (1085, 293, 1150, 357), (900, 237, 952, 285)]"
84,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '11']","[(899, 385, 995, 484), (1024, 295, 1089, 358), (995, 387, 1092, 483), (1184, 335, 1257, 413), (540, 331, 601, 398), (674, 330, 747, 402), (1246, 332, 1318, 404), (483, 333, 542, 395), (748, 331, 822, 408), (1083, 294, 1147, 356), (899, 239, 951, 289)]"
85,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Wout VAN AERT']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '11']","[(905, 390, 1001, 489), (1030, 297, 1091, 358), (1000, 387, 1096, 488), (1182, 334, 1254, 411), (546, 333, 611, 401), (676, 331, 758, 404), (1242, 329, 1318, 404), (488, 335, 548, 397), (750, 333, 833, 411), (1083, 294, 1143, 356), (895, 242, 950, 295)]"
86,"['Matteo JORGENSON', 'Wout VAN AERT', 'Matteo JORGENSON', 'Magnus SHEFFIELD', 'Mads PEDERSEN', 'Edoardo AFFINI', 'Neilson POWLESS', 'Mads PEDERSEN', 'Kasper ASGREEN', 'Wout VAN AERT', 'Stefan KÜNG']","['204', '11', '204', '66', '55', '12', '96', '55', '72', '11', '191']","[(910, 391, 1009, 491), (1031, 298, 1091, 356), (1006, 387, 1104, 490), (1179, 332, 1253, 410), (550, 336, 612, 402), (680, 332, 763, 405), (1242, 328, 1316, 404), (492, 335, 552, 401), (757, 332, 838, 410), (1082, 295, 1140, 355), (893, 242, 951, 299)]"
